id,operation,channels_id,geolocation_id
981,Nacional privado futuro,38,13683
982,Nacional público,16,13683
983,Regional público,17,13683
984,Nacional privado,14,13683
985,Nacional privado,15,13683
986,Nacional privado futuro,50,13688
987,Nacional privado,49,13688
988,Nacional privado,45,13688
989,Nacional público,27,13688
990,Regional público,29,13688
991,Nacional privado futuro,50,13744
992,Nacional privado,49,13744
993,Nacional privado,45,13744
994,Nacional público,27,13744
995,Regional público,29,13744
996,Nacional privado futuro,38,13760
997,Nacional público,16,13760
998,Regional público,17,13760
999,Nacional privado,34,13760
1000,Nacional privado,32,13760
1001,Nacional privado futuro,50,13780
1002,Nacional privado,14,13780
1003,Nacional privado,15,13780
1004,Nacional público,27,13780
1005,Regional público,29,13780
1006,Nacional privado,49,13810
1007,Nacional privado,45,13810
1008,Nacional público,34,13810
1009,Regional público,29,13810
1010,Nacional privado futuro,19,13810
1011,Nacional público,16,13836
1012,Regional público,17,13836
1013,Nacional privado futuro,19,13836
1014,Nacional privado,14,13836
1015,Nacional privado,15,13836
1016,Local con ánimo de lucro,26,13836
1017,Local sin ánimo de lucro,27,13836
1018,Nacional privado futuro,19,13838
1019,Nacional privado,14,13838
1020,Nacional privado,15,13838
1021,Nacional público,16,13838
1022,Regional público,17,13838
1023,Nacional privado futuro,38,13873
1024,Nacional público,33,13873
1025,Regional público,48,13873
1026,Nacional privado,14,13873
1027,Nacional privado,15,13873
1028,Nacional privado futuro,19,13894
1029,Nacional privado,49,13894
1030,Nacional privado,45,13894
1031,Nacional público,16,13894
1032,Regional público,17,13894
1033,Nacional privado futuro,19,15001
1034,Local sin ánimo de lucro,23,15001
1035,Nacional privado,14,15001
1036,Nacional privado,15,15001
1037,Regional público,17,15001
1038,Nacional público,16,15001
1039,Local con ánimo de lucro,24,15001
1040,Nacional privado futuro,19,15022
1041,Nacional público,16,15022
1042,Regional público,17,15022
1043,Nacional privado,14,15022
1044,Nacional privado,15,15022
1045,Nacional privado futuro,19,15047
1046,Nacional privado,14,15047
1047,Nacional privado,15,15047
1048,Regional público,17,15047
1049,Nacional público,16,15047
1050,Nacional privado futuro,29,15051
1051,Nacional público,40,15051
1052,Regional público,39,15051
1053,Nacional privado,43,15051
1054,Nacional privado,42,15051
1055,Nacional privado futuro,19,15087
1056,Nacional público,16,15087
1057,Regional público,17,15087
1058,Nacional privado,14,15087
1059,Nacional privado,15,15087
1060,Nacional privado futuro,19,15090
1061,Nacional público,16,15090
1062,Regional público,17,15090
1063,Nacional privado,14,15090
1064,Nacional privado,15,15090
1065,Nacional privado futuro,19,15092
1066,Nacional privado,14,15092
1067,Nacional privado,15,15092
1068,Nacional público,16,15092
1069,Regional público,18,15092
1070,Nacional privado futuro,19,15097
1071,Nacional público,16,15097
1072,Regional público,17,15097
1073,Nacional privado,14,15097
1074,Nacional privado,15,15097
1075,Nacional privado futuro,19,15104
1076,Nacional privado,14,15104
1077,Nacional privado,15,15104
1078,Nacional público,16,15104
1079,Regional público,17,15104
1080,Nacional privado futuro,47,15106
1081,Nacional privado,21,15106
1082,Nacional privado,42,15106
1083,Nacional público,38,15106
1084,Regional público,39,15106
1085,Nacional privado futuro,47,15109
1086,Nacional privado,21,15109
1087,Nacional privado,42,15109
1088,Nacional público,38,15109
1089,Regional público,39,15109
1090,Nacional privado futuro,19,15114
1091,Nacional privado,14,15114
1092,Nacional privado,15,15114
1093,Nacional público,16,15114
1094,Regional público,17,15114
1095,Nacional privado futuro,47,15131
1096,Nacional privado,21,15131
1097,Nacional privado,42,15131
1098,Nacional público,35,15131
1099,Regional público,39,15131
1100,Nacional privado futuro,19,15135
1101,Nacional público,16,15135
1102,Regional público,17,15135
1103,Nacional privado,14,15135
1104,Nacional privado,15,15135
1105,Nacional privado futuro,19,15162
1106,Nacional público,16,15162
1107,Regional público,17,15162
1108,Nacional privado,14,15162
1109,Nacional privado,15,15162
1110,Nacional público,16,15172
1111,Regional público,18,15172
1112,Nacional privado,14,15172
1113,Nacional privado,15,15172
1114,Nacional privado futuro,19,15172
1115,Nacional privado futuro,47,15176
1116,Nacional privado,21,15176
1117,Nacional privado,42,15176
1118,Nacional público,35,15176
1119,Regional público,39,15176
1120,Nacional privado futuro,19,15180
1121,Nacional público,16,15180
1122,Regional público,17,15180
1123,Nacional privado,38,15180
1124,Nacional privado,39,15180
1125,Nacional privado futuro,19,15183
1126,Nacional público,16,15183
1127,Regional público,17,15183
1128,Nacional privado,38,15183
1129,Nacional privado,39,15183
1130,Nacional privado futuro,47,15185
1131,Nacional público,16,15185
1132,Regional público,17,15185
1133,Nacional privado,43,15185
1134,Nacional privado,46,15185
1135,Nacional privado futuro,19,15187
1136,Nacional privado,14,15187
1137,Nacional privado,15,15187
1138,Regional público,17,15187
1139,Nacional público,16,15187
1140,Nacional privado futuro,27,15189
1141,Nacional público,16,15189
1142,Regional público,17,15189
1143,Nacional privado,21,15189
1144,Nacional privado,42,15189
1145,Nacional privado futuro,19,15204
1146,Nacional privado,14,15204
1147,Nacional privado,15,15204
1148,Regional público,17,15204
1149,Nacional público,16,15204
1150,Nacional privado futuro,47,15212
1151,Nacional privado,21,15212
1152,Nacional privado,42,15212
1153,Nacional público,35,15212
1154,Regional público,39,15212
1155,Nacional privado futuro,19,15215
1156,Nacional privado,14,15215
1157,Nacional privado,15,15215
1158,Nacional público,16,15215
1159,Regional público,17,15215
1160,Nacional privado futuro,19,15218
1161,Nacional público,16,15218
1162,Regional público,17,15218
1163,Nacional privado,14,15218
1164,Nacional privado,15,15218
1165,Nacional privado futuro,19,15223
1166,Nacional privado,38,15223
1167,Nacional privado,39,15223
1168,Nacional público,16,15223
1169,Regional público,18,15223
1170,Nacional privado,43,15224
1171,Nacional privado,46,15224
1172,Nacional privado futuro,29,15224
1173,Nacional público,40,15224
1174,Regional público,39,15224
1175,Nacional privado futuro,19,15226
1176,Nacional privado,14,15226
1177,Nacional privado,15,15226
1178,Regional público,17,15226
1179,Nacional público,16,15226
1180,Nacional privado futuro,47,15232
1181,Nacional privado,21,15232
1182,Nacional privado,42,15232
1183,Nacional público,35,15232
1184,Regional público,39,15232
1185,Nacional privado,14,15236
1186,Nacional privado,15,15236
1187,Nacional público,35,15236
1188,Nacional privado futuro,19,15236
1189,Regional público,39,15236
1190,Nacional privado futuro,19,15238
1191,Nacional privado,14,15238
1192,Nacional privado,15,15238
1193,Nacional público,16,15238
1194,Regional público,17,15238
1195,Local con ánimo de lucro,24,15238
1196,Nacional privado futuro,19,15244
1197,Nacional público,16,15244
1198,Regional público,17,15244
1199,Nacional privado,38,15244
1200,Nacional privado,39,15244
1201,Nacional privado futuro,19,15248
1202,Nacional público,16,15248
1203,Regional público,17,15248
1204,Nacional privado,38,15248
1205,Nacional privado,39,15248
1206,Nacional privado futuro,19,15272
1207,Nacional privado,14,15272
1208,Nacional privado,15,15272
1209,Regional público,17,15272
1210,Nacional público,16,15272
1211,Nacional privado futuro,19,15276
1212,Nacional público,16,15276
1213,Regional público,17,15276
1214,Nacional privado,14,15276
1215,Nacional privado,15,15276
1216,Nacional privado,43,15293
1217,Nacional privado,46,15293
1218,Nacional privado futuro,47,15293
1219,Nacional público,35,15293
1220,Regional público,39,15293
1221,Nacional privado futuro,19,15296
1222,Nacional privado,14,15296
1223,Nacional privado,15,15296
1224,Nacional público,16,15296
1225,Regional público,17,15296
1226,Nacional privado futuro,19,15299
1227,Nacional privado,14,15299
1228,Nacional privado,15,15299
1229,Nacional público,16,15299
1230,Regional público,18,15299
1231,Nacional privado futuro,19,15317
1232,Nacional público,16,15317
1233,Regional público,17,15317
1234,Nacional privado,14,15317
1235,Nacional privado,15,15317
1236,Nacional privado,14,15322
1237,Nacional privado,15,15322
1238,Nacional privado futuro,19,15322
1239,Nacional público,16,15322
1240,Regional público,17,15322
1241,Nacional privado,14,15325
1242,Nacional privado,15,15325
1243,Nacional privado futuro,19,15325
1244,Nacional público,16,15325
1245,Regional público,17,15325
1246,Nacional privado futuro,19,15332
1247,Nacional público,16,15332
1248,Regional público,17,15332
1249,Nacional privado,38,15332
1250,Nacional privado,39,15332
1251,Nacional privado futuro,19,15362
1252,Nacional privado,14,15362
1253,Nacional privado,15,15362
1254,Regional público,17,15362
1255,Nacional público,16,15362
1256,Nacional público,16,15367
1257,Regional público,17,15367
1258,Nacional privado,14,15367
1259,Nacional privado,15,15367
1260,Nacional privado futuro,19,15367
1261,Nacional privado futuro,19,15368
1262,Nacional público,16,15368
1263,Regional público,17,15368
1264,Nacional privado,14,15368
1265,Nacional privado,15,15368
1266,Nacional privado futuro,19,15377
1267,Nacional privado,14,15377
1268,Nacional privado,15,15377
1269,Nacional público,16,15377
1270,Regional público,18,15377
1271,Nacional privado futuro,19,15380
1272,Nacional público,16,15380
1273,Regional público,17,15380
1274,Nacional privado,14,15380
1275,Nacional privado,15,15380
1276,Nacional privado futuro,47,15401
1277,Nacional privado,21,15401
1278,Nacional privado,42,15401
1279,Nacional público,35,15401
1280,Regional público,39,15401
1281,Nacional privado futuro,19,15403
1282,Nacional público,16,15403
1283,Regional público,17,15403
1284,Nacional privado,14,15403
1285,Nacional privado,15,15403
1286,Nacional privado,43,15407
1287,Nacional privado,46,15407
1288,Nacional privado futuro,30,15407
1289,Nacional público,40,15407
1290,Regional público,39,15407
1291,Nacional privado,14,15425
1292,Nacional privado,15,15425
1293,Nacional privado futuro,47,15425
1294,Nacional público,16,15425
1295,Regional público,17,15425
1296,Nacional privado futuro,47,15442
1297,Nacional privado,21,15442
1298,Nacional privado,42,15442
1299,Nacional público,35,15442
1300,Regional público,39,15442
1301,Nacional privado futuro,19,15455
1302,Nacional público,16,15455
1303,Regional público,17,15455
1304,Nacional privado,14,15455
1305,Nacional privado,15,15455
1306,Nacional privado futuro,19,15464
1307,Nacional privado,14,15464
1308,Nacional privado,15,15464
1309,Nacional público,16,15464
1310,Regional público,18,15464
1311,Nacional privado futuro,19,15466
1312,Nacional privado,14,15466
1313,Nacional privado,15,15466
1314,Nacional público,16,15466
1315,Regional público,17,15466
1316,Nacional privado,43,15469
1317,Nacional privado,42,15469
1318,Nacional privado futuro,45,15469
1319,Nacional público,40,15469
1320,Regional público,39,15469
1321,Nacional privado futuro,19,15476
1322,Regional público,17,15476
1323,Nacional público,16,15476
1324,Nacional privado,14,15476
1325,Nacional privado,15,15476
1326,Nacional privado futuro,47,15480
1327,Nacional privado,21,15480
1328,Nacional privado,42,15480
1329,Nacional público,35,15480
1330,Regional público,39,15480
1331,Nacional privado futuro,19,15491
1332,Nacional privado,14,15491
1333,Nacional privado,15,15491
1334,Nacional público,16,15491
1335,Regional público,17,15491
1336,Nacional público,16,15491
1337,Regional público,17,15491
1338,Nacional público,16,15494
1339,Regional público,17,15494
1340,Nacional privado,14,15494
1341,Nacional privado,15,15494
1342,Nacional privado futuro,19,15494
1343,Nacional privado futuro,19,15500
1344,Nacional privado,14,15500
1345,Nacional privado,15,15500
1346,Regional público,17,15500
1347,Nacional público,16,15500
1348,Nacional privado futuro,43,15507
1349,Nacional privado,21,15507
1350,Nacional privado,42,15507
1351,Nacional público,35,15507
1352,Regional público,39,15507
1353,Nacional privado futuro,19,15511
1354,Nacional público,16,15511
1355,Regional público,18,15511
1356,Nacional privado,14,15511
1357,Nacional privado,15,15511
1358,Nacional privado futuro,19,15514
1359,Nacional público,16,15514
1360,Regional público,17,15514
1361,Nacional privado,14,15514
1362,Nacional privado,15,15514
1363,Nacional privado futuro,19,15516
1364,Nacional privado,14,15516
1365,Nacional privado,15,15516
1366,Regional público,17,15516
1367,Nacional público,16,15516
1368,Nacional privado futuro,19,15518
1369,Nacional privado,14,15518
1370,Nacional privado,15,15518
1371,Nacional público,16,15518
1372,Regional público,18,15518
1373,Nacional privado futuro,19,15522
1374,Nacional público,16,15522
1375,Regional público,17,15522
1376,Nacional privado,38,15522
1377,Nacional privado,39,15522
1378,Nacional privado futuro,43,15531
1379,Nacional privado,21,15531
1380,Nacional privado,42,15531
1381,Nacional público,35,15531
1382,Regional público,39,15531
1383,Nacional privado futuro,19,15533
1384,Nacional privado,38,15533
1385,Nacional privado,39,15533
1386,Nacional público,16,15533
1387,Regional público,18,15533
1388,Nacional privado futuro,19,15537
1389,Nacional público,16,15537
1390,Regional público,17,15537
1391,Nacional privado,14,15537
1392,Nacional privado,15,15537
1393,Nacional privado futuro,19,15542
1394,Nacional privado,14,15542
1395,Nacional privado,15,15542
1396,Nacional público,16,15542
1397,Regional público,17,15542
1398,Nacional privado futuro,19,15550
1399,Nacional privado,38,15550
1400,Nacional privado,39,15550
1401,Nacional público,16,15550
1402,Regional público,18,15550
1403,Nacional privado futuro,19,15572
1404,Nacional privado,49,15572
1405,Nacional privado,45,15572
1406,Nacional público,16,15572
1407,Regional público,17,15572
1408,Nacional privado futuro,47,15580
1409,Nacional privado,21,15580
1410,Nacional privado,42,15580
1411,Nacional público,35,15580
1412,Regional público,39,15580
1413,Nacional privado futuro,27,15599
1414,Nacional público,16,15599
1415,Regional público,17,15599
1416,Nacional privado,43,15599
1417,Nacional privado,46,15599
1418,Nacional privado,43,15600
